[|1]: Project-Id-Version: MIUI Watch\nLast-Translator: Automatically generated\nLanguage-Team: none\nLanguage: zh_CN\nMIME-Version: 1.0\nContent-Type: text/plain; charset=UTF-8\nContent-Transfer-Encoding: 8bit\n
[%.*fcnt/min.sport|2]: %.*f次/分|%.*f次/分
[reminder_interval.sport|1]: 提醒间隔
[reminder_sport.bp|1]: 已到测量血压测量时间，测量前请先结束本次运动并休息至少5分钟。
[remindinformation.alarm|1]: 开启后，设备将在闹钟时间点前10分钟内，寻找最佳时间将你从浅度睡眠中唤醒。
[remote_camera.appname|1]: 遥控拍照
[remove.common|1]: 移除
[remove_airbag.bp|1]: 未正确安装气囊盖板
[remove_airbag_exp.bp|1]: 请检查并正确安装气囊或盖板，以免进水损坏设备。
[remove_warning%d.home|2]: 无法移除，请至少保留%d页小组件|无法移除，请至少保留%d页小组件
[repeate.alarm|1]: 重复
[reply.common|1]: 回复
[report_cd_data.sport|1]: 运动数据
[report_cd_freq.sport|1]: 频率
[report_cd_hr.sport|1]: 心率
[report_cd_pace.sport|1]: 配速
[report_cd_seg_pace.sport|1]: 配速
[report_cd_seg_stroke_rate.sport|1]: 划频
[report_cd_seg_swolf.sport|1]: SWOLF
[report_cd_speed.sport|1]: 速度
[report_cd_target.sport|1]: 运动目标
[reset_btn.home|1]: 改布局
[reset_option.system|1]: 关闭密码
[reset_passwd.system|1]: 重置密码
[reset_settings.sport|1]: 重置运动设置
[rest.hr|1]: 近30天静息
[rest.tomatotimer|1]: 休息
[rest_day.calendar|1]: 休
[rest_disp.settings|1]: 息屏显示
[rest_disp_info.settings|1]: 开启息屏显示续航时间可能会缩短一半以上，抬腕亮屏将关闭。确定使\n用？
[rest_disp_reminder1.settings|1]: 手环灭屏后，屏幕仍会显示时间等信息。
[rest_disp_reminder2.settings|1]: 佩戴手环入睡或检测到手环已摘下,\n会自动关闭息屏显示。
[rest_disp_title.settings|1]: 息屏显示
[rest_text.bp|1]: 运动后测量血压，结果可能不准。
[rest_time.settings|1]: 息屏时间
[rest_time.tomatotimer|1]: 休息时间
[rest_time_out.tomatotimer|1]: 休息时间到
[rest_time_title.settings|1]: 息屏时间
[rest_title.bp|1]: 未充分休息
[rest_total.tomatotimer|1]: 累计休息
[rest_total_pause.tomatotimer|1]: 累计休息
[restart.bp|1]: 重新测量
[restart.breath|1]: 重新开始
[restart.health|1]: 重新开始
[restart.hr|1]: 重新测量
[restart.temp|1]: 重新测量
[resting.tomatotimer|1]: 休息中
[resttime_info.settings|1]: 亮屏时间过长，会减少续航使用时\n间。确定使用？
[result_title.pressure|1]: 测量结果
[result_upload.check_tool|1]: 上传
[resume.common|1]: 继续
[resume.sport|1]: 继续
[retry.hr|1]: 请重试
[retry.ota|1]: 请在手机App上重试
[retry.setupwizard|1]: 重试
[retry.sport|1]: 重试
[retry_add.setupwizard|1]: 请重新添加设备
[return.sport|1]: 返回
[rh1%02d:%02drh2%drh3.hr|2]: 检测到您从%1$02d:%2$02d开始，在安静情况下心率高于%3$d次/分。|检测到您从%1$02d:%2$02d开始，在安静情况下心率高于%3$d次/分。
[rhythm.breath|1]: 请跟随节奏进行呼吸
[ride_indoor.sport|1]: 室内单车
[ride_outdoor.sport|1]: 户外骑行
[riding_time.sport|1]: 骑行时长
[right.ecg|1]: 右手佩戴
[ring.mute|1]: 响铃模式
[ring_toast.mute|1]: 铃声已关闭
[rl1%02d:%02drl2%drl3.hr|2]: 检测到您从%1$02d:%2$02d开始，在安静情况下心率低于%3$d次/分。|检测到您从%1$02d:%2$02d开始，在安静情况下心率低于%3$d次/分。
[rl1%drl2%02d:%02drl3.settings|2]: 已开启%d小时勿扰，至\n%02d:%02d结束。|已开启%d小时勿扰，至\n%02d:%02d结束。
[rock_climbing.sport|1]: 攀岩
[roller_skating.sport|1]: 轮滑
[rope_skipping.sport|1]: 跳绳
[rowing.sport|1]: 划船
[rowing_machine.sport|1]: 划船机
[rugby.sport|1]: 橄榄球
[run_fast.sport|1]: 快跑
[run_indoor.sport|1]: 室内跑步
[run_month_lunar.calendar|1]: 闰
[run_outdoor.sport|1]: 户外跑步
[running_time.sport|1]: 跑步时长
[sailboat.sport|1]: 帆船
[sandbags_ball.sport|1]: 沙包球
[satellite_positioning.sport|1]: 卫星定位中
[satellite_signal_weakness.sport|1]: 卫星信号弱，请前往开阔区域。
[saturation1.oxygen|1]: 1.血氧饱和度是血液中氧合血红蛋白\n（Hbo2）容量占全部可结合的血红蛋白\n（Hb）的百分比，它是人体呼吸循环的重要生理参数。
[saturation1.pressure|1]: 说明
[saturation1.sleep|1]: 佩戴手环入睡，手环将自动记录睡眠信\n息。手环端只展示最近3条睡眠片段，更多数据请至App端查看。
[saturation2.oxygen|1]: 2.设备血氧饱和度参考值如下:\n日常活动：\n一般≥95%\n夜间睡眠：\n一般≥90%\n需要关注：< 90%\n注意：本设备测量范围为75%-100%。
[saturation2.pressure|1]: 压力特指精神压力，不包括因为高强度运动带来的身体压力。
[saturation2.sleep|1]: 推荐在设置中开启“睡眠高精度监测”的设置项，可以帮助睡眠算法更准确地评估你的睡眠状态，识别REM快速眼动期睡眠。
[saturation3.oxygen|1]: 3.佩戴状态、皮肤特\n征、环境等因素都可能会影响测试准确\n性，甚至测量失败。在睡眠过程中，设备因睡眠姿势不同而倾斜，可能会导致伪低血氧值的出现。
[saturation3.pressure|1]: 设备利用心率变异性数据结合压力模型检测日常压力值，长时间静止状态下才会检测压力，如果处于非静止和运动状态中，设备可能不会有压力值。压力等级分布如下：
[saturation3.sleep|1]: 大于等于3小时的长睡眠，设备会根据可获取的数据展示该片段内的平均心率，小于3小时的零星小\n睡，只展示入睡醒来时间。小于20分钟的睡眠不会被记录。
[saturation4.hr|1]: 因受佩戴状态、皮\n肤特征、环境等因素\n影响，可能影响测量\n的准确性，甚至无法\n输出结果。
[saturation4.oxygen|1]: 测量说明
[saturation4.pressure|1]: 因受佩戴状态、皮肤特征、环境等因素影响，可能影响测量的准确性，甚至无法输出结果。
[saturation4.sleep|1]: 如果睡眠质量很差，睡眠中手腕动作过\n多，可能会导致睡眠心率测量和血氧测量失败。
[saturation5.oxygen|1]: 1.将设备佩戴至腕骨一指距离
[saturation5.pressure|1]: 测量说明
[saturation6.oxygen|1]: 2.偏紧佩戴，测量期间保持静止
[saturation6.pressure|1]: 将设备佩戴至腕骨一指距离
[saturation7.oxygen|1]: 本品非医疗器械，结果仅供参考，不作为诊断治疗依据。
[saturation7.pressure|1]: 偏紧佩戴，测量期间保持静止
[saturation8.pressure|1]: 本品非医疗器械，结果仅供参考，不作为诊断治疗依据。
[saturation_mild.pressure|1]: 轻度：26～50
[saturation_moderate.pressure|1]: 中度：51～80
[saturation_relax.pressure|1]: 放松：1～25
[saturation_severe.pressure|1]: 重度：81～100
[saving.settings|1]: 省电模式
[saving_mode.settings|1]: 省电模式
[saving_state_label.settings|1]: 续航状态良好
[saving_state_poor.settings|1]: 续航状态不佳
[saving_state_secondary.settings|1]: 续航状态中等
[saving_toast.settings|1]: 以下功能开启后会严重影响设备续航
[schedule.calendar|1]: 日程
[screen_bright.settings|1]: 持续亮屏
[screen_bright_title.settings|1]: 持续亮屏
[screen_cover.settings|1]: 遮盖息屏
[screen_toast.settings|1]: 关闭后，预计可延长%d小时续航。
[screen_up.health|1]: 请平放手腕，屏幕朝上
[searching.common|1]: 搜索中...
[searching.sport|1]: 搜索中...
[sec.common|1]: 秒
[sec.sport|1]: 秒
[sec.timer|1]: 秒
[sec_unit.common|2]: s|s
[see_more.weather|1]: 查看更多
[select_device.share|1]: 选择设备
[send_fail.phone|1]: 发送失败
[send_sucss.phone|1]: 发送成功
[sepak_takraw.sport|1]: 藤球
[set.bp|1]: 血压设置
[set.vitality|1]: 设置
[set_time.tomatotimer|1]: 设置时长
[setting.common|1]: 设置
[setting.hr|1]: 心率设置
[setting.settings|1]: 设置
[setting_btn.oxygen|1]: 设置
[setting_btn.pressure|1]: 设置
[setting_btn.sleep|1]: 设置
[setting_title.oxygen|1]: 设置
[setting_title.pressure|1]: 设置
[setting_title.sleep|1]: 设置
[settings.appname|1]: 设置
[sevendays.vitality|1]: 近7日累计元气值
[sevendays100.vitality|1]: 近7日累计 100
[sevendays100_text.vitality|1]: 太棒了！长期坚持可获得巨大健康收益！
[sevendays30.vitality|1]: 近7日累计 30
[sevendays30_text.vitality|1]: 动起来，就是向保持健康又迈进一步！
[sevendays60.vitality|1]: 近7日累计 60
[sevendays60_text.vitality|1]: 坚持该活动量，可有效控制体重！
[sevendays_widget.vitality|1]: 近7日累计
[severe.pressure|1]: 重度
[severe_zone.pressure|1]: 重度
[shake_info.settings|1]: 试着水平方向向外快速晃动两次，等待识别结果，需识别成功2次
[shake_info1.settings|1]: 小臂与胸前平行
[shake_info2.settings|1]: 掌心向下，屏幕向上
[shake_info3.settings|1]: 水平方向向外快速晃动两次
[shake_wirst.settings|1]: 快速抖动手腕
[share_see_device.common|1]: 请在手机妙享中心上查看设备状态
[sharedevice.share|1]: 妙享中心
[short.sleep|1]: 零星小睡
[shuffle_ball.sport|1]: 沙狐球
[shutdown.reminder|1]: 手环温度过高，将自动关机
[shuttlecock.sport|1]: 毽球
[shuttlecock_kicking.sport|1]: 踢毽子
[single_bar.sport|1]: 单杠
[sit_ups.sport|1]: 仰卧起坐
[size_error.bp|1]: 请重新选择尺码
[size_error_exp.bp|1]: 安装的气囊尺码和设定的不一致，请重新选择尺码。
[sj_lunar.calendar|1]: 霜降
[skate.sport|1]: 滑板
[skin_exp.temp|1]: 皮肤温度说明
[skin_not_allow_high.temp|1]: 检测到皮肤温度过高，无法准确测量，请稍后再测。
[skin_not_allow_low.temp|1]: 检测到皮肤温度过低，无法准确测量，请稍后再测。
[skin_temp.temp|1]: 皮肤温度
[sled.sport|1]: 雪橇
[sleep|1]: 睡眠时长
[sleep_breathe.settings|1]: 睡眠呼吸质量检测
[sleep_precision.settings|1]: 睡眠高精度监测
[sleep_times.reminder|1]: 睡眠时长
[sleep_week.sleep|1]: 近7天睡眠
[slow_down.sport|1]: 请减速
[sn.common|1]: 序列号
[sn.settings|1]: 序列号
[sn.system|1]: 序列号
[snorkeling.sport|1]: 浮潜
[snow_car.sport|1]: 雪车
[snow_sports.sport|1]: 雪上运动
[snowboarding.sport|1]: 单板滑雪
[snowmobile.sport|1]: 雪地摩托
[social_dancing.sport|1]: 交际舞
[softball.sport|1]: 垒球
[software_version.check_tool|1]: 软件版本:
[soinning.sport|1]: 动感单车
[source_info.settings|1]: 请将小臂与胸前平行，掌心向下，屏幕向上。
[specifications.health|1]: 规格型号
[speed_avg_imp.sport|1]: 平均速度(mph)
[speed_imp.sport|1]: 速度(mph)
[speed_remind.sport|1]: 速度提醒
[speed_up.sport|1]: 请加速
[sport|1]: 运动
[sport_expression.sport|1]: 运动表现
[sport_fail.bp|1]: 运动中无法进行血压测量，请结束运动后再试。
[sport_health.watchface|1]: 运动健康
[sports.appname|1]: 运动
[sports_course.appname|1]: 跑步课程
[sports_record.appname|1]: 运动记录
[spring_festival.calendar|1]: 春节
[square_dance.sport|1]: 广场舞
[squash.sport|1]: 壁球
[stand|1]: 站立
[stand.act|1]: 站立
[stand.explain|1]: 久坐少动可能导致诸多健康问题。日常佩戴手表期间，建议每小时起身活动一次。经常保持“站立”的状态，是降低久坐行为、增加能量消耗的便捷手段。
[stand.reminder|1]: 站立提醒
[stand_reach.act|1]: 站立目标达成
[stand_title.explain|1]: 站立
[start.breath|1]: 开始
[start.common|1]: 开始
[start.find_phone|1]: 开始查找
[start.health|1]: 开始测量
[start.settings|1]: 开始
[start.sport|1]: 开始
[start_sport.sport|1]: 开始运动
[start_stretch.sport|1]: 开始拉伸
[start_time.settings|1]: 开始时间
[start_warmup.sport|1]: 开始热身
[starting.alexa|1]: Connecting to Amazon Alexa…
[state.settings|1]: 续航状态优
[state_screen.settings|1]: 息屏显示
[status1.training|1]: 不足
[status2.training|1]: 良好
[status3.training|1]: 强度过高
[status4.training|1]: 运动过度
[status_dsc.training|1]: 近7天运动状态
[stay_still.health|1]: 请保持静止
[step|1]: 步数
[step.act|1]: 步数
[step.explain|1]: 每天步行低于5000步属于静坐少动的生活方式，每天8000-10000步则属于比较活跃的生活方式。适宜的身体活动可以有效控制体重，养成健康的生活习惯。
[step_minute.sport|1]: 步/分
[step_reach.act|1]: 步数目标达成
[step_title.explain|1]: 步数
[step_training.sport|1]: 踏步训练
[stepper.sport|1]: 踏步机
[stick_skin.health|1]: 请贴合皮肤偏紧佩戴
[stop.calendar|1]: 停止
[stop.common|1]: 停止
[stop.find_phone|1]: 停止查找
[stop.reminder|1]: 停止
[stop.sport|1]: 结束运动
[stopwatch|1]: 计时器
[storag_status.check_tool|1]: 在位状态:
[storag_test.check_tool|1]: 存储检测(6/14)
[storage_space.sport|1]: 存储空间不足
[storage_space_tips.sport|1]: 请连接手机并同步数\n据以释放储存空间。如果继续运动，过往的运动记录可能被覆盖。
[strap_L.bp|1]: L码表带及气囊
[strap_M.bp|1]: M码表带及气囊
[strap_airbag.bp|1]: 表带与气囊
[strap_exp1.bp|1]: 根据标尺结果选择对应表带和气囊，可参考腕围说明
[street_dance.sport|1]: 街舞
[strength_training.sport|1]: 力量训练
[stretch.sport|1]: 拉伸
[stretch_after_jump.sport|1]: 跳绳后拉伸
[stretch_after_long_run.sport|1]: 中长距离跑后拉伸
[stretch_after_run.sport|1]: 跑后拉伸
[stretch_course.sport|1]: 拉伸课程
[stretch_cycling.sport|1]: 骑行后综合拉伸
[stretch_end.sport|1]: 拉伸已结束
[stretch_total_body.sport|1]: 全身综合拉伸
[stride_frequency.sport|1]: 步频
[strike.sport|1]: 搏击操
[style.wf|1]: 样式
[sublist.todo|1]: 待办清单
[summarize.sport|1]: 总结
[sunRise|1]: 日出
[sunSet|1]: 日落
[suntimehead.weather|1]: 日升日落
[sure.watchface|1]: 确认
[sure_to_close_all_reminder.sport|1]: 确认关闭所有运动提醒？
[sure_to_reset_all_setting.sport|1]: 确认重置所有运动设置？
[surfing.sport|1]: 滑水
[surfing_indoor.sport|1]: 室内冲浪
[swim_indoor.sport|1]: 泳池游泳
[swim_lock_prompt.sport|1]: 为防止误触，游泳\n时将自动锁定屏\n幕。若要解锁，请点亮屏幕后，上滑一次再下滑一次。
[swim_main_style.sport|1]: 主泳姿
[swim_outdoor.sport|1]: 开放水域游泳
[swimming_time.sport|1]: 游泳时长
[swing.sport|1]: 秋千
[swipe_finish.nfc|1]: 刷卡完成
[switch.share|1]: 来电自动切换
[swordsmanship.sport|1]: 剑术/剑道
[sys_e.bp|1]: (收缩压)
[sys_newphone.common|1]: 连接新手机
[sys_newphone_info.common|1]: 连接新手机将会断开当前连接，不更换账号绑定个人数据不会丢失，是否继续？
[sys_poweroff.common|1]: 关机
[sys_poweroff.settings|1]: 关机
[sys_poweroff_info.common|1]: 确认关机？
[sys_poweroff_info.settings|1]: 确认关机？
[sys_reboot.common|1]: 重启
[sys_reboot.settings|1]: 重启
[sys_reboot_info.common|1]: 确认重启？
[sys_reboot_info.settings|1]: 确认重启？
[sys_reset.common|1]: 恢复出厂
[sys_reset.settings|1]: 恢复出厂
[sys_reset_info.common|1]: 数据记录和设置将会被清除，确定恢复出厂？
[sys_reset_info.settings|1]: 数据记录和设置将会被清除，确定恢复出厂？
[system.settings|1]: 系统操作
[system_option.setupwizard|1]: 系统操作
[system_reboot.ota|1]: 系统将重新启动
[system_title.settings|1]: 系统操作
[taekwondo.sport|1]: 跆拳道
[taichi.sport|1]: 太极
[tail_tips.phone|1]: 仅展示手表产生的最近30条记录。
[target_%d_kcal.act|2]: 目标%d千卡|目标%d千卡
[target_%d_minute.act|2]: 目标%d分钟|目标%d分钟
[target_%d_minute.sport|2]: 目标%.*f分钟|目标%.*f分钟
[target_%d_num.act|2]: 目标%d次|目标%d次
[target_%d_step.act|2]: 目标%d步|目标%d步
[target_accomplishment%d%%.sport|1]: 目标完成度%d%%
[target_accomplishment.sport|1]: 目标完成度
[target_cal.sport|1]: 目标卡路里
[target_confirm.sport|1]: 您已设置间歇训练，开启目标设置将关闭间歇训练，确认开启目标设置？
[target_distance.sport|1]: 目标距离
[target_duration.sport|1]: 目标时长
[target_heartrate_zone.sport|1]: 目标心率区间
[target_number.sport|1]: 目标个数
[target_range%d-%d.sport|2]: 目标区间%d-%d|目标区间%d-%d
[target_times.sport|1]: 目标次数
[target_trips.sport|1]: 目标趟数
[technology_num.health|1]: 技术要求编号
[temp_no_schedule.calendar|1]: 暂无日程
[temperature.temp|1]: 温度
[temperature_exp.temp|1]: 皮肤温度说明
[tenmin.hr|1]: 10分钟一次
[tennis.sport|1]: 网球
[test_again.check_tool|1]: 重试
[test_exit.check_tool|1]: 退出
[test_fail.check_tool|1]: 失败
[test_pass.check_tool|1]: 通过
[test_stop.check_tool|1]: 结束
[the_course_has_been_completed.sport|1]: 课程已完成
[thinking.alexa|1]: Thinking…
[thirty_btn.pressure|1]: 近30天压力
[thirty_title.pressure|1]: 近30天压力
[thirtymin.hr|1]: 30分钟一次
[this_train_time.breath|1]: 本次训练时长
[time.alarm|1]: 时间
[time.wf|1]: 时间
[time/min.health|1]: 次/分
[time_break.sport|1]: 休息
[time_break_title.sport|1]: 休息时间
[time_dsc.training|1]: 恢复时长
[time_hour.alarm|1]: 小时
[time_min.alarm|1]: 分钟
[time_on.settings|1]: 定时开启
[time_on_28.settings|1]: 定时开启
[time_on_title.settings|1]: 定时开启
[time_rest.sport|1]: 本组休息时长
[time_rest_total.sport|1]: 休息时长
[time_too_short.sport|1]: 本次运动时长过\n短，记录将不被保\n存。
[time_too_short_resume.sport|1]: 本次运动时长过\n短，记录将不被保\n存，是否结束？
[time_total.sport|1]: 运动时长
[time_unit.training|1]: 小时
[timeout.hr|1]: 测量超时
[timer_deleted.alexa|1]: Timer deleted
[times_group.sport|1]: 本组次数
[timesetting.alarm|1]: 时间设置
[tip.bp|1]: 提示
[tip.weather|1]: 请连接蓝牙并在App上开启天气推送，以获取城市的天气信息。
[tipapp.weather|1]: 请在App开启天气推送
[tipbt.weather|1]: 蓝牙未连接
[tips.alipay|1]: 设备侧已解绑，请在手机支付宝上解绑该设备，完成解绑。
[tips.weather|1]: 请连接蓝牙检查天气推送开关，以获取城市的天气信息。
[tips1.watchface|1]: 打开手机APP\n添加新表盘
[tips_open.remote_camera|1]: 请先打开手机相机
[tips_password.wxpay|1]: 为保证账户安全，请开启离腕锁定。
[title.find_phone|1]: 找手机
[title.oxygen|1]: 血氧饱和度
[title.pressure|1]: 压力
[title.sleep|1]: 睡眠
[title.timer|1]: 倒计时
[to_enable.wxpay|1]: 使用微信扫码开启
[to_get1.training|1]: 1.在APP中输入准确的个人信息。
[to_get2.training|1]: 2.佩戴手环进行至少10分钟的户外跑步运动，并且要产生心率值并达到最大心率的75%。
[tob.alipay|1]: 切换条形码
[today.calendar|1]: 今天
[today.common|1]: 今天
[today.todo|1]: 今天
[today.tomatotimer|1]: 今日
[today_d.common|1]: 今日
[today_no_remind.act|1]: 今日不再提醒
[today_no_title.calendar|1]: 今日无日程
[today_rest.hr|1]: 今日静息
[today_t.calendar|1]: 今
[today_t.common|1]: 今
[todayget%d_widget.vitality|1]: 今日获得 %d
[todayget.vitality|1]: 今日获得
[todayget80.vitality|1]: 今日获得 80
[todayget80_text.vitality|1]: 已达到单日上限，继续运动不会获得更多元气值，请注意劳逸结合哦~
[todo.appname|1]: 待办
[tomorrow.common|1]: 明天
[tomorrow.todo|1]: 明天
[tomorrow.wm|1]: 明天
[tools.common|1]: 工具
[toq.alipay|1]: 切换二维码
[total_nums.sport|1]: 总计数
[total_rowing_times.sport|1]: 总划次
[total_stokes.sport|1]: 总划水数
[tp_sign.check_tool|1]: 对所有方块进行\n连接操作
[tp_test.check_tool|1]: TP划线检测(9/14)
[track_and_field.sport|1]: 田径
[train.breath|1]: 呼吸训练
[train.sport|1]: 训练
[train_setting.sport|1]: 训练设置
[training.sport|1]: 训练
[training_interrupted.breath|1]: 您的呼吸训练被打断
[training_load.sport|1]: 训练负荷
[training_result.breath|1]: 训练结果
[transport.share|1]: 通透
[triathlon.sport|1]: 铁人三项
[trips_group.sport|1]: 本组趟数
[try_again_later.wxpay|1]: 稍后再试
[tug_of_war.sport|1]: 拔河
[turning_word.weather|1]: 转
[turnoff.alarm|1]: 关闭
[turnoff.common|1]: 关闭
[turnoff.reminder|1]: 关闭
[turnoff.todo|1]: 关闭
[turnon.common|1]: 开启
[twelfth_month_lunar.calendar|1]: 腊月
[twenty_day_lunar.calendar|1]: 廿
[unable_to_pay.wxpay|1]: 暂时无法付款
[unbind.alipay|1]: 解绑
[unbinding.wxpay|1]: 解绑
[unbinding_tips.wxpay|1]: 设备解绑后，将不能使用微信支付进行付款。
[unbound.wxpay|1]: 已解绑
[uncompleted.todo|1]: 未完成
[uncompleted32.todo|1]: 未完成
[unit.bp|1]: 单位设置
[unit_calorie.sport|1]: 千卡
[unit_foot.sport|1]: 英尺
[unit_kilometer.sport|1]: 公里
[unit_meter.sport|1]: 米
[unit_mile.sport|1]: 英里
[unit_minute.sport|1]: 分钟
[unit_mph.sport|1]: mph
[unit_num_cycle.sport|1]: 组
[unit_number.sport|1]: 个
[unit_rope_freq.sport|1]: 频率(次/分)
[unit_rowing_freq.sport|1]: 频率(次/分)
[unit_speed.sport|1]: km/h
[unit_times.sport|1]: 次
[unit_trips.sport|1]: 趟
[unlock_confirm.system|1]: 是否通过手机的解锁授权请求？
[unlock_use.common|1]: 请解锁后使用手环
[unopenswitch.alarm|1]: 未开启
[unread_message.notify|1]: 新消息
[unwanted.settings|1]: 无需优化
[up_sign.setupwizard|1]: 上滑扫码
[update_back.setupwizard|1]: 已回退升级前版本
[update_fail.setupwizard|1]: 升级失败
[update_just.weather|1]: 刚刚更新
[update_succ.setupwizard|1]: 升级成功
[update_time.weather|1]: 更新
[upgrading.ota|1]: 正在准备更新\n校验中
[upload_fail.check_tool|1]: 上传失败
[upload_sign.check_tool|1]: 上传完成后请前往App查看汇总展示
[upload_success.check_tool|1]: 上传完成
[upper_limb_training.sport|1]: 上肢训练
[upper_limit_reminder%dtimes/minute.sport|2]: 上限提醒%d次/分|上限提醒%d次/分
[use.alipay|1]: 确定
[user_mismatch.setupwizard|1]: 正在与不同帐号手机配对，继续配对需恢复出厂设置，个人数据将被清空。是否继续？
[uvdes.weather|1]: 紫外线指数
[version_info.check_tool|1]: 版本信息核对
[very_good.breath|1]: 非常棒
[vibrate_enhance.settings|1]: 增强
[vibrate_mode.settings|1]: 振动模式
[vibrate_mode_title.settings|1]: 振动模式
[vibrate_standard.settings|1]: 标准
[visitor.bp|1]: 访客测量
[visitor_hint.bp|1]: 访客测量下，测量结果不会被记录，是否进入？
[voice.bp|1]: 语音播报
[voice_exp.bp|1]: 开启后，在测量过程中，会进行语音播报引导。
[voice_mode.share|1]: 声音模式
[volleyball.sport|1]: 排球
[waist_training.sport|1]: 腰腹训练
[wait.reminder|1]: 稍后
[waiting_location.sport|1]: 建议等待定位后再开始运动。
[wake_num.sleep|1]: 清醒次数
[wake_up.reminder|1]: 起床啦，开启美好的一天
[walk_indoor.sport|1]: 室内步行
[walk_outdoor.sport|1]: 健走
[walking_maching.sport|1]: 漫步机
[wall_ball.sport|1]: 墙球
[warm_up.sport|1]: 热身
[warm_up_done.sport|1]: 完成热身
[warm_up_interval.sport|1]: 热身区间
[warm_up_time.sport|1]: 已热身时长
[warmup_before_jump.sport|1]: 跳绳前热身
[warmup_before_long_run.sport|1]: 中长距离跑前热身
[warmup_before_run.sport|1]: 跑前热身
[warmup_course.sport|1]: 热身课程
[warmup_cycling.sport|1]: 骑行前综合热身
[warmup_end.sport|1]: 热身已结束
[warmup_switch.sport|1]: 切换
[warmup_total_body.sport|1]: 全身综合热身
[warmup_zone.hr|1]: 热身区间：
[warmup_zone1.hr|1]: 最大心率 x（ 51% - 60% ），适用于运动前的热身以及运动后的恢复。
[warning.flashlight|1]: 电量低于5%
[warning2.flashlight|1]: 当前电量低于5%，无法打开手电筒
[watchface.settings|1]: 表盘更换
[watchmode.settings|1]: 手环型号
[water_polo.sport|1]: 水球
[water_sports.sport|1]: 水上运动
[wear.ecg|1]: 佩戴方式
[wear_exp1.bp|1]: 请在距离手腕两指宽处佩戴标尺。
[wear_exp2.bp|1]: 根据图示用标尺测量腕围。
[wear_exp3.bp|1]: 再按照标尺箭头所指刻度，避开腕骨佩戴手表。更多可参考测量说明。
[wear_guidance.bp|1]: 佩戴引导
[wear_tight.health|1]: 请贴合皮肤偏紧佩戴
[wearing_notice.settings|1]: 仅佩戴时通知
[wearing_notice_toast.settings|1]: 检测到手环脱腕时会关闭消息通知。
[wearloose.temp|1]: 佩戴宽松可能会影响数据准确性，甚至无法出值，请偏紧佩戴。
[weather.common|1]: 天气
[weatherCondition|1]: 天气
[weather_title.alexa|1]: Found for you:
[web_swimming.sport|1]: 蹼泳
[wechat.common|1]: 微信
[wechatPayment|1]: 微信支付
[weekly.alarm|1]: 每周
[weightlifting.sport|1]: 举重
[weiqi.sport|1]: 围棋
[widget_calorie.act|1]: 卡路里
[widget_intensity.act|1]: 中高强度活动
[widget_stand.act|1]: 站立
[widget_step.act|1]: 步数
[windLevel|1]: 风力级别
[wind_east.weather|1]: 东风
[wind_north.weather|1]: 北风
[wind_northeast.weather|1]: 东北风
[wind_northwest.weather|1]: 西北风
[wind_south.weather|1]: 南风
[wind_southeast.weather|1]: 东南风
[wind_southwest.weather|1]: 西南风
[wind_west.weather|1]: 西风
[winter_sports.sport|1]: 冰雪运动
[winunit.weather|1]: 级
[wm_exp.wm|1]: 说明
[womenhealth.wm|1]: 女性健康
[work_day.calendar|1]: 班
[workday.alarm|1]: 工作日
[workday.common|1]: 工作日
[workday.todo|1]: 工作日
[wrestling.sport|1]: 摔跤
[wrist.bp|1]: 腕围说明
[wrist_exp1.bp|1]: 1-8表示腕围周长范围是130-160mm，该范围适合佩戴M码表带及气囊。
[wrist_exp2.bp|1]: 9-15表示的腕围周长范围是161-200mm，该范围适合佩戴L码表带及气囊。
[wrist_exp3.bp|1]: 若腕围刻度超出15格，未经充分验证，可能影响血压测量准确度。
[wrist_screen.settings|1]: 抬腕亮屏
[wristlift.settings|1]: 抬腕亮屏
[wristlift_info.settings|1]: 当前已开启息屏显示，同时开启抬腕亮屏，会减少续\n航。确定开启？
[wristlift_title.settings|1]: 抬腕亮屏
[wxpay.appname|1]: 微信支付
[xh_lunar.calendar|1]: 小寒
[xiaomi.health|1]: 小米通讯技术有限公司
[xiaomitv.share|1]: 电视
[xm_lunar.calendar|1]: 小满
[xn_festival.calendar|1]: 小年
[xs_lunar.calendar|1]: 小暑
[xx_lunar.calendar|1]: 小雪
[xz_lunar.calendar|1]: 夏至
[yes_try_again.settings|1]: 非常好，请再试一\n次！
[yesterday.common|1]: 昨天
[yesterday.todo|1]: 昨天
[yoga.sport|1]: 瑜伽
[ys_lunar.calendar|1]: 雨水
[yx_festival.calendar|1]: 元宵节
[zone.hr|1]: 心率区间
[zone.pressure|1]: 压力分布
[zoneexp.hr|1]: 心率区间说明
[zq_festival.calendar|1]: 中秋节
[zumba.sport|1]: 尊巴
[zy_festival.calendar|1]: 中元节
